8.4739136687,10.4892946156,13.0372437156,17.9706316967,15.7847954833,4.77912710767,11.1457848708,10.5189464211,12.3461405489,15.90458748,16.4143583044,13.6372723456,8.19742669656,10.8834842244,12.5178884778,15.4873750789,18.19529689,11.4586096717,6.41186401133,12.0809139644,12.3556962767,14.9256471978,17.13323297,14.59404849
8.84660433773,17.2979632064,18.3202186873,18.39802737,16.4672715818,6.201846471,12.2295767442,12.8030365882,16.8808437764,17.3941980927,15.6128306464,13.2111534582,9.65086877636,17.8041131691,18.5632630209,18.1077699245,16.0078680536,7.25193799782,12.4387996195,13.902520615,16.774526362,17.85929774,16.504763309,12.977289556
7.20640871764,17.8877954382,17.5786900782,18.6088933173,15.9472984118,7.02121378355,12.881593197,11.7897311483,14.970886684,17.281357713,16.709309153,12.3446950419,6.2507594974,17.932032815,17.16851431,17.939394684,18.255444477,13.081626556,8.0816783348,13.522257093,14.431270946,16.794245587,16.720963206,14.980339705
9.7380874272,13.964114589,15.457615712,18.598271146,15.273017965,4.8065855245,13.576518858,12.465428839,15.445973123,15.847608381,15.744112471,10.6301819171,11.2132775533,14.793908474,16.371145624,18.345522787,14.843027148,5.52845715067,14.4396568711,13.7671866711,15.5038490244,17.0916920956,15.3451729911,14.4655818411
10.7693807467,21.52485628,20.1115726882,18.3857295127,17.0991516982,10.6616723765,11.9188508663,18.086812398,19.864846641,19.745319141,20.314732598,14.6227727997,7.6208323183,20.259486597,20.022783176,19.742520434,18.241946358,16.854968054,3.8114250971,16.1537646078,17.13154699,19.21519297,20.083800236,21.079169865
10.5816755153,20.9399113355,22.0216486745,23.7233159982,23.5560873618,19.2539611652,9.49188255245,19.5173459,19.2797780409,21.7365651936,22.6028197309,16.2335707,5.22063417755,19.0435945982,20.2277211155,23.5401117855,22.1598508727,21.4660298418,4.97200596364,18.7314230427,17.7669720664,19.4657135664,22.8257164382,19.554915331
7.23898768555,18.9043856027,19.4766091309,21.2583099282,19.63492179,20.4772113764,6.22177416855,16.9389752126,16.4720454664,18.8927433827,21.6120746009,17.3683170591,8.42035599582,20.9329426282,20.8513977355,21.46382341,19.7673503445,19.8464350218,9.76679004718,17.3721807611,17.953674146,18.223288624,20.625294438,20.600321703
14.3132242306,18.6586076625,19.5376857283,19.5071852,19.4693674727,11.3300947032,13.904878513,18.7490030918,17.5282532064,18.7862547082,16.36729686,9.82262707473,9.00597999736,18.8800270182,18.8215508418,20.4778547955,19.5879721109,18.3369850909,4.60893219527,17.4776833882,15.7648910755,16.9165908464,19.1587024782,14.7389915109
16.26071607,19.260162065,21.929516001,22.353298817,21.715016791,6.8930569151,14.623022004,15.438675954,17.366311671,18.592288197,18.414927685,16.3751522962,15.600708482,18.7673114,22.948283386,25.386245402,24.471395563,13.5029911757,13.1525884866,15.799127441,17.523032084,18.66014628,18.5802560356,20.5920019344
12.2640730544,15.688429709,21.168204585,21.452870692,22.080214931,20.506246859,10.4833364251,17.033279997,17.130963511,18.972557568,21.595842821,14.833504735,13.6292601677,15.928215061,21.072714255,23.886601708,25.712365294,24.736818305,12.0832010879,18.275712427,17.58224553,19.8977702822,20.8828644556,23.4424827467
18.3109474818,20.4551128991,22.5385207591,23.6875774773,21.8482803536,10.9718143786,14.8138023391,17.9490771255,19.7632326927,20.09192974,22.9772919382,12.4588861635,17.1258230345,19.4390272482,19.873375282,20.738043639,19.924494345,8.8386178336,14.011102092,16.693642159,19.168511101,19.834106505,20.554831399,21.464900936
17.435295398,21.177225547,24.15842936,24.711970102,23.965037984,8.8671417478,15.606780762,15.84637785,17.097386888,19.048844816,19.91205346,15.5123797843,15.220273786,19.414765697,20.543826785,20.389427863,21.237667603,9.2938225214,13.0235159057,15.479548925,16.577571746,19.3458232311,17.87389173,17.6357792378
14.4195146581,17.6622575322,21.0156103456,21.0619188233,23.9904410467,14.6159738889,13.4447165887,15.1995873356,13.5368785667,15.2975599856,16.2012158967,12.6186826024,10.0380050604,15.4432051167,19.5981108722,19.5481251256,21.0890828167,16.2756112006,10.0476702453,15.2435249411,13.163862955,13.952621125,17.65003132,17.550457445
12.8874373908,12.1843825756,17.49893236,19.0663673311,19.9658472089,22.0077839933,8.77953647611,11.4460919744,9.99550669933,10.4801016889,19.8163719633,16.3043080697,10.4777923859,15.2127380122,17.8733837089,18.98170223,19.3425872233,22.6870374022,14.0983722157,13.8613344411,13.5047751156,12.2754663989,18.0657115689,21.0293708956
5.11603927378,13.0619321156,16.1970833533,20.0301691444,20.6452173856,24.0641435689,12.6000904428,13.5505652844,10.6163792028,11.9758464487,20.3904515456,10.8916036778,8.21091613178,14.5733669856,18.2872020489,20.8543043975,22.4684598425,24.1333738663,17.1842245275,13.486570254,15.08430488,12.7372812275,18.0054234788,22.6195971425
14.4268029222,14.0085738989,17.5005755067,20.5386828278,24.92384084,13.8957171694,13.5471894375,10.7365532643,10.1423037261,13.90262127,13.4362021529,7.623986718,15.9737848088,16.04437463,17.8810881213,19.7240639038,21.7620777787,20.57006814,14.4397658063,14.7195077613,13.03554406,13.0004643475,14.8191922725,12.6260449375
11.4477788956,12.0252184861,14.92899095,16.9046977667,13.3386265711,7.36327059456,11.2856070949,13.17858393,12.9736700722,16.2086431089,17.7544687262,5.76881980788,14.007593835,12.0865236925,14.6286942763,15.43178534,16.80316857,11.7979089011,2.77733996887,14.7234194912,13.2172468063,13.1677499425,15.6335107562,16.3358213513
3.9917072544,11.395697862,14.066695575,17.398397611,19.995775261,4.245604382,11.9130502323,11.585658114,12.266001845,14.854490493,15.514156175,9.6754980399,8.62073107722,11.4409772704,13.6473614738,19.2817322178,20.2667892711,12.5461152516,7.49199377378,11.9288859511,12.3320877722,12.6888249278,14.7270477833,17.1055205922
14.2243996867,11.61690151,16.0405500578,16.6419070989,15.9958392378,5.57584162422,6.632019007,11.5113883289,10.2125983906,11.7702583433,14.21685939,12.9975707117,12.7967715238,12.16733138,14.4937335422,15.1155673311,13.9683527167,8.08943828644,6.43317202911,11.76530025,11.5222693987,11.2811287425,13.2531352775,16.78142736
-0.815168448364,10.9853605582,15.4282368618,19.2212696973,19.6133933245,8.05810492827,5.78592686136,11.6826342182,12.1352382291,15.1040484082,15.1066375973,11.1186224315,1.07490413136,11.2822739456,15.1659318573,19.1277438082,19.3811849191,9.95172312855,5.892628494,11.979100405,11.910175798,15.01042728,16.409754153,12.325209637
8.1880586423,18.266050453,18.126512735,18.856486563,19.672527228,-1.003126797,9.7600678403,16.760729337,18.396654353,17.960973071,17.938925004,8.5407665508,11.7466424176,17.859707331,18.0642642811,18.9628042489,19.7451677233,4.38141527544,2.25964019433,16.3092191922,17.6623215578,18.3841947711,18.1523121522,17.6944045944
3.32375077827,15.3727394573,17.6808852964,20.7031605145,20.7620482318,18.2350357795,0.518951676,15.6299687055,17.0488032482,19.16791984,19.3639318873,16.2243055406,2.52074129082,13.9648398145,17.1261505564,20.0979238764,21.0515963036,20.0262935445,-0.207988343818,14.5826371433,16.8366907391,18.4301976264,20.384828274,19.115557183
