6.86215682319,7.40313949695,8.71177672786,9.11800454738,12.0811500209,11.3337638474,7.93716705214,9.20594165252,8.8299339154,10.9604125432,13.707322847,12.0232258495
7.95957024996,11.3823473666,12.5702821643,9.3495345783,10.629273247,13.8518883365,9.25865596141,13.3928418532,12.804149197,10.2568838264,11.7227046258,13.7865274859
10.0085731016,11.683837841,12.8593072572,9.23734037148,13.0865199627,12.1987354414,8.74074954255,9.42916412959,12.4820816354,6.97649838536,11.5566145981,12.0987038605
9.86741022777,10.0841874258,12.4481312238,9.15883114829,12.4747233705,11.6905914169,8.39691775533,8.93605912148,12.5354006087,6.3668555711,10.594279654,10.901379686
15.875206458,16.5660430588,12.1442918335,5.65723336288,13.9005163372,15.3536291298,16.1924046435,18.1661040332,14.0483505972,3.94261711188,15.3831644996,16.2535673483
15.9680652001,16.9367477331,12.9442494239,9.21683081014,15.9084212076,6.75927002752,15.6038718154,18.1206949766,13.8973010623,9.99314256446,16.9570278543,7.37519622154
7.86036192354,4.69417686117,3.02966706287,4.82252198678,8.27086075822,12.2205520864,9.14564421948,8.34916413148,3.73428157491,7.07680841817,7.51622894087,12.6112678341
16.8855664759,18.4941293432,15.8855803332,7.61915831723,15.963074087,15.4528425932,18.0063894033,19.2165079577,17.3993099173,11.8196554131,15.5996234738,15.9836238827
13.1835981239,17.7029462017,17.0166508258,14.330264163,15.0317698113,14.3094649296,13.529993437,17.3336929839,17.2485189986,13.1711703816,15.9034499382,15.2095263
13.4664736442,16.2894650096,14.5711829453,14.7761355514,15.9614705467,14.2191366378,12.5439715723,15.9336163167,17.3783245256,13.2648811238,15.6833575196,15.5760733878
13.7192159913,15.7166051446,15.8478369683,12.7337790815,16.4119727687,16.7671948562,13.6097263602,14.8905286446,18.49315439,12.1463414179,15.8274646025,17.3958024904
13.9025400684,16.367102398,16.0521807487,11.6444869578,16.098801876,16.0353435025,13.991093438,15.6167811908,16.7099624595,9.84455458764,15.9881807624,17.5623254436
7.43800301037,8.25650847959,9.50573424581,9.30186036978,10.513647004,10.1053002001,10.5065046487,12.1532910985,11.26370851,11.7285090853,13.4967239126,10.6683033911
9.21355679624,7.00129194116,9.95497877208,9.30389018512,10.6378707513,9.94835560046,12.3920517917,9.61493321604,11.8641203143,12.5094696119,12.5585953029,11.5757800186
10.0080120918,7.984967849,10.8632986767,7.97082849156,10.9327977996,10.3865353257,13.0429364254,10.318634681,13.0257746779,11.5041635836,13.9237229024,11.930343667
8.99182728371,7.92807718479,11.4215904505,5.9269248307,10.7295053337,10.0496081376,11.2998131543,10.8656144516,13.9140707496,11.2694656686,12.1648179157,11.2331093408
12.3324633912,11.0759890115,13.8547515967,11.7959357205,12.3843521612,16.7762366204,10.3326409313,8.52537730929,12.2473953111,9.00461905367,11.2500844186,15.2590301761
12.2727888524,9.06053790848,12.5038854173,11.9939243034,11.2648391752,14.2738797299,13.4867546775,11.1944307564,12.2524996065,14.834140964,11.8647321738,15.0446382125
11.3331729616,9.77234703527,10.6643280163,10.1684675617,11.5824804574,11.7667173091,12.7143481905,11.9181760588,11.2510834686,12.5908522381,12.016912783,12.7492473788
12.1785419935,7.70459978423,9.93202490856,10.7106286412,10.7154830426,12.765760019,12.9707946634,11.3925922418,9.93765278644,14.7182526304,11.6149282461,12.8824029083
13.7414259199,12.2552683025,13.8950699492,1.7096350895,12.0787048467,10.5192797017,13.4153249647,12.3943819643,13.6590248057,4.378174321,9.59294578913,11.0799536655
12.4881649688,12.0878177988,14.5546803092,4.67969539037,11.4161547672,12.6522026429,13.0052913108,12.0864068742,14.4194380579,6.33397051467,10.0097937503,12.5538188991
9.81794266154,13.6958417342,13.4006667254,5.39807511692,12.8682756096,12.1418649012,9.6463214645,13.9137203008,13.0569008888,6.82725683996,11.331471041,12.822882686
9.29208054288,13.0585175988,15.7770936777,6.11068929077,13.4671445648,13.0334334705,8.61186195548,13.0526980952,15.295847654,8.59859787804,11.4518599618,13.5279358404
10.4406876448,8.5298683357,11.2749936109,8.93464337685,8.6711931967,8.85913090853,7.91213263053,6.25687044689,9.85077281637,6.48468988353,6.67871358332,6.81941289847
