12.3841531605,10.5571634707,14.5755896697,11.7715436194,12.0366711344,14.7521562336
15.7157034003,11.837540425,15.9008162602,15.7731843867,12.6110412151,15.9021417349
15.0470406811,12.2982981074,15.5726271495,14.2331034786,13.47040544,15.6739958434
14.3476548924,11.6178327055,15.0735105321,14.0710749201,12.7319856637,15.5415277726
17.6216717433,14.3735059552,19.3357251456,16.2134975351,13.9508672475,19.2799447585
19.3166378809,17.9548192449,19.9631834164,17.0080154192,16.8323274302,19.9114320021
16.7195730868,15.8059035624,18.8844824884,17.4637178399,16.7114981058,19.3457081747
17.8706366893,16.0758325886,16.0506259625,16.4201382033,15.0028931963,16.6447939777
19.9509232383,14.667442916,17.6871699623,20.6756371675,16.7374038049,18.7406252215
17.6433945101,17.525769553,18.6410269383,17.8532274496,20.6372473307,20.1717248592
21.2285739649,16.4141053824,19.6992798977,18.0784820992,15.3426947044,20.1920576064
21.8707301018,16.0713345859,17.8926662371,18.8285271064,14.8618532911,17.7327902721
18.5398253398,16.8126797149,14.8102071205,15.4771113785,16.0302166772,15.4817458131
15.3411220083,15.5498149132,14.1490721053,15.6364040843,17.4973328206,16.2188309947
13.4185283233,18.078573547,14.2832362398,13.526978249,19.7778961033,17.0532298409
16.1143705645,17.2549512498,11.6577746012,16.1836076634,18.1210781488,13.3811390927
13.7497296637,11.3113267507,15.131314002,11.9603819519,11.6891524952,14.576745033
11.4130002822,12.210354159,14.2684345584,11.257056144,13.8303993092,14.0662801447
14.6309395883,9.90880941974,12.8196574053,12.9387129703,10.195233194,13.126637434
11.0024360183,11.5127538136,13.625817105,10.6443985581,12.661000848,13.7806096733
15.8259014832,11.1395801293,17.7597101979,14.2329757398,11.2599495331,17.8946713797
14.2701340116,13.7865010982,17.951240129,13.4274138845,13.800732062,18.5926993733
15.5436495052,13.4993910449,18.6971385415,14.6808708464,13.6825889809,18.683679849
16.4075083185,12.4420150446,17.402113777,15.1161835001,12.5092296045,18.7521127843
13.7103457859,10.6292010404,14.7687529201,12.2899407026,9.90986612864,13.1726308947
13.1063079275,8.42733339573,12.2820022225,13.4334132842,9.93910312778,13.3417692667
15.385548933,11.7568665655,13.8246344664,13.0355982066,11.077619394,12.8136574872
14.2421001597,9.74987013112,13.4122931281,14.4767205352,12.2563517365,14.7630847735
22.4983710182,16.2826716929,17.8296486988,20.0178943193,14.4221382803,16.9351867736
18.6506637244,19.3560295549,9.94908637731,17.4229460948,19.1676245419,14.2742275377
15.9182008604,16.9774442707,9.59721282936,15.7028028487,17.8753523542,13.3588168888
14.6965251231,17.5214635712,15.6013459934,14.6550149961,18.4781031029,17.6113151411
14.099437652,11.7800393479,13.9404117348,12.4226453044,11.1563976029,15.2021410763
12.8249735679,12.0799625786,14.7389585848,12.1774881918,12.2627022145,15.0714442293
13.2070682536,12.281285789,13.7039846562,12.6153857244,11.9767754154,15.4211099729
12.0238097786,11.4056489814,14.6982480596,10.9497730271,11.6896641822,14.7094960058
17.3849348755,16.3018680297,15.0785342566,17.1986181144,17.1756179286,16.4427289667
17.4841926819,15.95472247,15.2886738914,17.4495496725,16.8418324758,16.2264714643
17.6475852622,15.4223505691,15.991159942,17.361376594,16.0765034201,16.5309691345
17.2738436531,15.6971593921,17.1124575986,17.0363770209,16.6370658899,17.6607244526
19.0545156343,20.3990849828,20.0099675744,19.3328133981,23.65613857,21.3359553117
21.6596588642,20.9311065747,22.3144207761,19.3687441748,18.7678018464,21.0218089991
20.0895599986,19.9135283131,19.9331951593,20.7114371069,23.6761214014,21.898357602
22.7168257418,21.7911834597,23.1051384037,19.8775544753,19.6263120168,21.8143985026
14.1783161683,13.0971215496,16.3134507464,11.9163657467,11.5365554815,17.0214659917
14.5548643201,10.4806215225,16.1275795149,14.6932547197,12.0974859351,16.3057467556
15.6959314019,11.581677968,15.3352070476,13.4493020136,10.134993054,15.9676367516
13.929802857,9.21182998244,14.8335733311,13.8346656961,10.6737703784,15.4141699693
