15.153969886,16.5223400183,17.9058563951,14.0326697778,16.5306976393,19.0108084368
15.3368877341,15.0709877228,16.6106215196,14.6463798833,15.289100579,17.2134741849
14.7254018638,15.8733624823,16.9410132643,14.1512913998,15.9355749511,17.7396736802
13.4052565671,15.4341326746,16.5794307697,12.2559795843,15.7968210086,16.5822480616
13.285213326,16.1357701644,20.6741412362,14.0236496538,17.044632201,21.4487476692
12.6653659071,17.3559391741,21.8364515444,13.4389571031,18.8339407714,22.8214910998
14.3976750958,17.3918130108,16.8946789052,14.8681083118,16.9730414662,17.8385349633
12.4926864328,15.8481216039,20.7618579904,13.7058830827,16.1673471163,20.9250131729
17.7143439644,18.4384638344,21.3360573653,15.8859099948,17.0627051198,21.5016962917
18.0659864021,18.2733739563,22.7939718783,17.3092087818,16.4416842609,22.1883090045
18.9702970189,17.0235912029,21.3778820346,17.5835932366,14.8392457973,20.6603309693
16.7121695325,16.3768294137,22.3148039546,15.2804628572,14.8990300655,20.8227408577
17.0534860785,13.9512908156,18.1248448817,15.2066067952,14.9822629619,18.2635331162
15.2834051843,18.9453650536,17.1668027079,16.2243599577,20.4846296487,19.5218649219
12.4426737766,18.683896527,17.9945036046,13.1823809007,20.4720490089,19.970997978
12.6693132333,17.5357597291,17.3902425323,11.3706026057,16.0580505282,17.3984257037
10.336004065,16.1200374983,17.8358498213,11.0934809912,16.3783836532,17.4391500742
10.8073239457,14.7387329954,17.1902369485,12.1210426746,14.9760550057,17.6293708375
11.5101378364,14.9591332188,17.0277292461,11.6661936939,14.2549634316,16.6106340479
10.9100303547,14.7937407459,17.2452572646,11.6917342136,14.9466360131,16.5907510396
12.067678476,17.8080004844,18.994565182,11.3420086951,17.8777094184,19.0176790266
11.5230100724,17.4590579151,18.5373187642,11.3671233402,17.6203223386,18.8581875127
12.0632715491,16.9510979472,18.6683531845,12.1043355762,17.0112325454,18.9137411727
13.6861617478,17.5588932344,19.667027114,13.6764436404,17.8092020482,19.9850993872
14.0308345228,15.7497475288,15.9532776705,14.6188339015,17.2921444573,17.4395731493
14.7176576653,15.3715130728,16.05115516,15.6448616744,17.1665152038,17.3186971345
14.7849200457,15.5775743932,14.9398228978,15.9712075862,17.5258883719,16.1717265762
13.5292832531,16.2397209056,14.7638606318,14.2155229121,18.1596462803,16.3309989689
17.3278005602,18.8813184445,22.0241629176,18.3531200032,19.0633126737,21.9163618283
15.4524384983,19.1480656787,21.4204488312,16.0574538554,19.6450721946,21.2686349023
13.9340751988,19.4390960747,20.7398562193,12.7691716882,18.2728661396,19.1045448059
14.9640168492,17.8292179071,16.220410018,15.3332713204,17.4777703063,16.1898249262
12.5361915316,15.621557943,14.1002209065,12.1080130525,15.9002988843,16.2336591241
12.5773108005,16.0092141415,17.3135842495,12.5816036863,15.7427442511,16.6764072564
14.2643418782,15.8684010956,15.584023884,14.7598624705,16.3733417823,17.8654760014
13.8304709206,16.223302338,17.6730700018,13.5868632418,15.9545330493,16.9986086932
15.0827465483,19.062303184,19.59686218,13.9412201294,18.4532854939,20.2695466635
12.9553527149,16.3618426464,20.4470566956,13.8653241337,16.5688622964,20.9534161935
12.8627736286,16.5694753029,20.2286177628,13.9053393001,16.6767137269,20.6998671745
13.9071293457,18.884293266,18.9671919115,14.8511301988,18.7871206898,20.0600249752
18.5361822855,23.4643659643,21.875431967,15.030914754,18.8292884119,18.6843730351
18.3487205304,17.7300176295,16.8243146402,15.107923433,13.9193228615,14.6185628917
18.7527509145,23.479341077,24.3950253286,15.8634437786,20.7993562334,22.0884694584
18.8591166224,21.1984298714,20.8497649775,14.596236894,18.186482591,19.0648869282
16.1940784794,14.7467339459,17.4295816504,13.6271972445,13.4265500812,18.0971818306
14.7787564035,14.0032183258,17.1582297084,15.8003053171,14.1560568701,17.8734345998
16.8063370842,14.8456570449,16.9116038683,14.3051758586,14.3473194124,17.7904699629
16.3776335981,14.6034567772,16.8056561841,14.3453043248,14.5897666401,17.1345752927
