14.0304633359,7.11729467463,14.819937286,13.9284595466,6.9982501435,15.0136434279
14.6000422863,9.20425250568,14.8244897426,15.7166627397,7.84089669609,16.0901483448
15.8958773736,7.67448058548,14.3309632843,14.6659160752,7.69361306521,14.7213784124
13.0442675371,7.68810199253,15.1897483809,13.2000360435,7.11060720206,15.4174630332
18.7983000307,11.6869819267,20.8181152438,18.8314080043,13.3308614087,21.5251788271
19.4099461629,11.751313428,20.9318785388,20.031876789,12.9006537545,22.6017429305
20.0920452356,11.4848482615,19.822860719,20.5900082905,13.4781921505,21.0817934414
22.2387274463,15.3698759861,22.3773547156,20.8976043188,12.7325763604,22.0934525883
20.8514845763,10.2014118051,17.5720998443,21.5610882954,13.6269727764,17.7576607846
20.6757905979,8.17991981412,19.7697436353,22.1638675855,10.162909003,19.3202663545
20.9135792138,13.1650171926,18.4276327555,19.1228812629,10.1358635576,18.6040622104
21.8200403204,11.9273781378,18.0360611365,20.2399650365,10.3839178916,18.1625569884
11.193406653,9.2633696242,16.5248969863,10.7197896373,11.6197310664,16.2145925695
12.412172388,9.94341559531,16.3563626546,13.2437877581,9.83224135705,16.1349635055
10.9601864223,5.67204932969,14.5777668018,12.1474107087,6.3920670702,15.3952824826
13.8188088096,7.44765937741,15.8028149748,14.454504831,8.77455630239,17.0221264375
11.1269182497,8.11806633198,14.99545555,10.3400913386,9.54797159593,13.7057598895
11.9801029816,7.14944150213,13.8581811664,11.9421815012,8.143893851,12.4953202298
10.3588869384,8.2804169867,14.763954973,9.91274307451,9.26133251557,14.5522009659
11.0513220601,9.91763619524,13.4445025737,11.5490729929,10.0160424835,15.5156926724
15.9476497161,9.66171361393,18.9555559277,15.9042207142,9.43874132793,19.1255228107
16.2333785738,7.92840567624,19.8574541831,16.059619699,7.714134636,19.780151741
12.8485370058,7.59941510211,20.0939958122,12.843765069,7.40056299691,20.1971171176
12.9590177581,5.6443175886,18.8348151907,13.1727172676,5.05022428754,18.7593099821
10.5480113339,9.35005540091,15.8693473047,10.6555645202,5.36075522312,14.0557697782
10.0513806224,5.09000739949,12.7455154336,12.3521562598,6.90922688735,13.9501143235
7.94645246751,8.51832411126,13.2792413935,7.22981540638,5.03492591015,12.0914181842
10.2731974537,9.66823937774,15.7229301991,10.2280296779,5.85895814909,14.1116074553
16.0573546675,14.1439584337,21.8045235846,15.1084964301,14.6804019062,18.3117908134
14.9874780329,13.1107190846,10.2552203992,17.0105693945,13.4453491417,13.7265345999
15.9258132797,11.3496557115,17.7832961124,14.2470216474,10.4988824747,13.393979604
16.2696777251,11.9951615285,19.356798738,14.943315843,13.3403276264,15.9282996752
13.7095334725,6.2378172319,15.5612614796,12.1610656907,5.62172797508,15.3783889793
13.1943583931,6.66708653694,14.5991647512,11.6669342068,6.02708650771,14.5655014833
13.5712343414,6.53716329032,14.9775690487,11.9370876852,6.0497704455,14.7449043428
12.4352176803,6.69947575461,15.5085938466,10.7324885271,6.32722454028,15.0157282814
18.6911882167,12.1652351458,20.7288349748,18.7560209354,12.3001725105,21.2461885762
20.257549034,11.4714389559,20.0513131152,19.8290924962,12.0258520533,20.6660967269
19.3874080851,12.1395515191,20.5734959507,18.5400457289,12.8237241973,21.1906244025
19.4856122216,10.9367333532,19.5759181441,19.4951746886,11.7353784091,20.4254357612
26.3480380446,20.1305631644,26.0166886309,20.8881917347,18.5486018794,22.6869236846
22.7099349376,19.527685989,21.1721791238,19.13759211,16.3963457364,18.4872776821
23.3914341324,15.3606079552,23.4522193297,21.3592676276,12.2980966372,20.7409770609
24.5271517809,18.1849450695,22.9014785639,20.9139833506,16.7714831207,20.0411440209
15.7183892718,6.46294979547,17.3049234414,15.0092665608,4.67381940436,18.7299910407
15.2387285421,4.43569083223,17.3999719154,15.2079227944,5.12060672616,16.9281279605
16.307150167,4.66113430035,17.1453032784,15.6561488245,5.95746720335,16.5560881782
16.0483167252,3.88951588595,17.7354276678,14.6984914791,4.95501674248,17.5445419269
